Account,ShareOfChargesLOC,ShareOfFXLOC
ABD131878,71.7,62.3
ABD131878,71.7,62.3
ABD130855,62.4,-3.66
ABD130822,27.34,51.03
ABD130822,27.34,51.03
ABD131274,23.78,36.3
ABD132714,182.25,182.25
ABD132714,182.25,182.25
ABD132682,29.89,255.15
ABD132682,29.89,255.15
ABD130592,91.85,9.72
ABD130592,91.85,9.72
ABD134826,455.63,182.25
ABD134826,455.63,182.25
ABD133100,48.11,93.56
ABD133100,48.11,93.56
ABD131670,44.57,64.69
ABD131670,44.57,64.69
ABD134969,76.73,-14.58
ABD134969,76.73,-14.58
ABD133012,45.2,-2.44
ABD130635,104.22,102
ABD133892,50.32,5.99
ABD133892,50.32,5.99
ABD131559,144.48,-11.98
ABD133166,72.9,97.2
ABD134860,105.71,1262.39
ABD131560,116.54,-23.07
ABD131560,116.54,-23.07
ABD135036,263.36,1495.56
ABD130262,91.13,25.52
ABD130932,94.34,69.48
ABD130932,94.34,69.48
ABD130800,26.96,3.59
ABD130800,26.96,3.59
ABD132110,88.39,76.23
ABD131373,88.94,8.47
ABD131373,88.94,8.47
ABD130075,104.05,50.32
ABD130075,104.05,50.32
ABD131339,56.96,0
ABD131339,56.96,0
ABD131768,375.03,0
ABD131768,375.03,0
ABD130965,105.09,271.04
ABD130965,105.09,271.04
ABD134398,73.2,47.58
ABD136235,16.47,9.76
ABD135717,88.83,314.94
ABD130909,72.9,58.32
ABD130909,72.9,58.32
ABD134068,0,97.2
ABD134068,0,97.2
ABD132725,64.33,35.24
ABD131801,88.76,69.26
ABD133243,26.96,32.35
ABD133243,26.96,32.35
ABD130910,71.7,239.6
ABD130910,71.7,239.6
ABD136729,23.87,53.46
ABD134178,72.6,47.19
ABD133111,27.23,106.48
ABD131966,72.6,33.88
ABD135465,0,-3.63
ABD136653,105.09,194.81
ABD133980,0,58.08
ABD134013,96.62,148.84
ABD131537,138.67,82.28
ABD132385,262.63,1531.86
ABD132385,262.63,1531.86
ABD130723,103.87,69.48
ABD130723,103.87,69.48
ABD131537,73.2,57.34
ABD131670,32.35,40.73
ABD131670,32.35,40.73
ABD131537,88.57,13.37
ABD131537,88.57,13.37
ABD130383,156.52,52.71
ABD130383,156.52,52.71
ABD133034,66.06,0
ABD132758,87.33,132.98
ABD132758,87.33,132.98
ABD134859,66.43,66.55
ABD131197,146.65,128.26
ABD131944,228.78,-38.4
ABD130503,0,26.4
ABD131823,27.23,50.82
ABD131823,27.23,50.82
ABD133584,89.67,5.99
ABD133584,89.67,5.99
ABD134552,135.58,-36.3
ABD134552,135.58,-36.3
ABD132550,99.87,38.88
ABD132550,99.87,38.88
ABD130855,82.22,-8.47
ABD130657,23.97,36.6
ABD133683,261.35,856.58
ABD133683,261.35,856.58
ABD134442,117.19,-21.87
ABD134442,117.19,-21.87
ABD134266,0,73.81
ABD130316,61.28,1271.08
ABD130316,61.28,1271.08
ABD130921,72.6,47.19
ABD130987,106.69,28.06
ABD132318,64.69,57.5
ABD132318,64.69,57.5
ABD131571,26.96,71.88
ABD131571,26.96,71.88
ABD131197,106.14,90.28
ABD130624,73.14,4.79
ABD130624,73.14,4.79
ABD134464,289.96,2088.59
ABD134464,289.96,2088.59
ABD135168,91.13,13.37
ABD135223,88.39,30.25
ABD135223,88.39,30.25
ABD133034,48.7,1.2
ABD133034,48.7,1.2
ABD134639,89.67,116.21
ABD134639,89.67,116.21
ABD134123,125.79,7.19
ABD134123,125.79,7.19
ABD130415,23.87,30.38
ABD134541,27.34,18.23
ABD134541,27.34,18.23
ABD130998,27.34,60.75
ABD130998,27.34,60.75
ABD134497,90.94,12.15
ABD134497,90.94,12.15
ABD134529,105.27,110.11
ABD134529,105.27,110.11
ABD134804,90.75,21.78
ABD134804,90.75,21.78
ABD133913,148.79,-1.2
ABD133913,148.79,-1.2
ABD134804,91.5,4.88
ABD134046,182.25,54.68
ABD134046,182.25,54.68
ABD130503,27.23,133.1
ABD133034,39.71,7.19
ABD133034,39.71,7.19
ABD130152,71.7,8.39
ABD130152,71.7,8.39
ABD130668,64.07,33.88
ABD130668,64.07,33.88
ABD134266,87.33,101.83
ABD134266,87.33,101.83
ABD132583,138.12,84.7
ABD131076,125.43,1303.42
ABD131076,125.43,1303.42
ABD131384,74.42,14.59
ABD134585,144.71,-10.94
ABD130646,0,21.96
ABD133418,154.64,87.12
ABD132747,63.42,13.37
ABD132747,63.42,13.37
ABD131999,95.86,-41.31
ABD136114,88.76,48.6
ABD136114,88.76,48.6
ABD134321,26.96,53.91
ABD134321,26.96,53.91
ABD133320,397.67,-47.39
ABD134804,127.58,21.87
ABD134804,127.58,21.87
ABD130316,16.17,15.57
ABD130316,16.17,15.57
ABD131812,166.44,252.89
ABD131812,166.44,252.89
ABD132318,65.34,58.08
ABD131735,0,15.86
ABD136048,23.78,121
ABD133111,73.51,61.71
ABD133111,73.51,61.71
ABD137148,87.33,118.6
ABD137148,87.33,118.6
ABD132758,0,42.35
ABD134091,64.07,56.87
ABD131274,127.41,58.7
ABD131274,127.41,58.7
ABD132099,64.88,68.04
ABD132484,87.33,61.1
ABD132484,87.33,61.1
ABD135234,105.09,395.67
ABD130855,47.62,4.79
ABD130855,47.62,4.79
ABD133793,67.34,48.8
ABD131791,66.49,5.99
ABD131791,66.49,5.99
ABD130822,123.45,39.53
ABD130822,123.45,39.53
ABD131108,64.88,68.04
ABD131108,64.88,68.04
ABD135553,27.23,3.63
ABD135092,72.96,22.76
ABD135092,72.96,22.76
ABD134969,80.74,31.59
ABD134969,80.74,31.59
ABD133946,23.97,52.46
ABD134804,69.98,44.96
ABD130503,105.71,86.27
ABD133946,90.75,22.99
ABD133946,90.75,22.99
ABD133441,82.95,1.21
ABD134815,74.42,9.73
ABD130514,118.83,24.3
ABD130514,118.83,24.3
ABD137324,0,38.88
ABD133276,143.76,32.35
ABD133276,143.76,32.35
ABD130723,88.76,74.12
ABD130493,65.77,67.09
ABD130493,65.77,67.09
ABD130415,570.01,510.35
ABD130415,570.01,510.35
ABD132297,105.96,233.02
ABD132099,103.34,-21.87
ABD132099,103.34,-21.87
ABD134365,64.07,26.62
ABD130415,23.78,84.7
ABD131658,105.09,634.04
ABD131713,91.29,-2.42
ABD131713,91.29,-2.42
ABD130635,27.23,85.91
ABD130635,27.23,85.91
ABD130888,674.33,137.3
ABD130273,73.99,6.08
ABD131889,91.49,38.88
ABD131889,91.49,38.88
ABD134123,72.9,24.3
ABD135322,23.87,64.4
ABD130097,91.13,15.8
ABD131845,91.84,8.47
ABD132109,254.1,1482.25
ABD136949,865.69,620.87
ABD131571,23.87,65.61
ABD130558,26.96,2.4
ABD130558,26.96,2.4
ABD136510,23.97,47.58
ABD130921,74.23,18.15
ABD130822,105.27,65.34
ABD130394,146.58,-211.06
ABD131812,91.84,1.21
ABD135508,72,34.8
ABD131801,72.6,61.71
ABD132725,71.7,32.35
ABD132725,71.7,32.35
ABD133441,92.22,8.51
ABD133441,92.22,8.51
ABD134178,170.61,145.2
ABD135289,145.8,102.06
ABD135289,145.8,102.06
ABD133924,36.45,1.22
ABD133924,36.45,1.22
ABD130800,127.05,4.84
ABD134035,104.05,255.17
ABD134035,104.05,255.17
ABD131252,65.06,303.75
ABD131252,65.06,303.75
ABD135508,26.96,83.86
ABD135508,26.96,83.86
ABD135739,87.69,-3.59
ABD135739,87.69,-3.59
ABD131373,127.05,24.2
ABD131373,127.05,24.2
ABD132561,104.05,59.9
ABD132561,104.05,59.9
ABD134617,262.81,1523.39
ABD134617,262.81,1523.39
ABD130723,26.96,22.76
ABD130723,26.96,22.76
ABD131384,99.46,14.52
ABD131384,99.46,14.52
ABD133946,90.75,47.19
ABD133946,90.75,47.19
ABD132550,105.79,44.99
ABD133528,179.7,81.46
ABD133528,179.7,81.46
ABD130075,47.98,8.39
ABD130075,47.98,8.39
ABD131670,104.05,212.05
ABD131670,104.05,212.05
ABD136697,89.12,71.98
ABD132682,89.13,-7.19
ABD132682,89.13,-7.19
ABD134958,279.08,272.06
ABD130459,161.01,-41.93
ABD130459,161.01,-41.93
ABD130811,26.96,124.59
ABD130811,26.96,124.59
ABD131339,72.9,52.25
ABD131339,72.9,52.25
ABD131032,329.4,429.44
ABD130262,46.66,109.35
ABD130723,92.6,4.88
ABD133869,76.19,3.59
ABD133869,76.19,3.59
ABD133980,105.09,646.14
ABD133980,105.09,646.14
ABD130756,23.97,24.4
ABD130415,0,72.9
ABD130415,0,72.9
ABD131373,26.96,37.14
ABD131373,26.96,37.14
ABD136785,74.23,15.73
ABD130921,23.78,76.23
ABD130646,27.23,38.72
ABD130646,27.23,38.72
ABD133463,23.87,193.19
ABD130932,88.76,52.25
ABD130932,88.76,52.25
ABD130459,41.02,2.42
ABD136389,87.33,46.72
ABD136389,87.33,46.72
ABD134123,26.96,53.91
ABD134123,26.96,53.91
ABD135915,592.83,530.71
ABD135915,592.83,530.71
ABD130822,74.05,6.05
ABD133771,23.87,34.02
ABD137379,91.13,3.65
ABD137379,91.13,3.65
ABD130239,25.7,14.58
ABD133748,87.51,46.72
ABD133748,87.51,46.72
ABD130558,23.87,86.27
ABD131120,208.07,7.32
ABD133528,26.96,104.23
ABD133528,26.96,104.23
ABD130822,125.21,19.44
ABD131746,99.87,1.22
ABD130800,27.34,59.54
ABD130800,27.34,59.54
ABD131504,274.65,1501.74
ABD131504,274.65,1501.74
ABD130932,133.16,-9.58
ABD130932,133.16,-9.58
ABD132505,71.7,56.31
ABD132505,71.7,56.31
ABD136224,136.13,199.65
ABD137599,83.84,66.83
ABD131317,134.78,295.91
ABD131317,134.78,295.91
ABD131021,123.45,11.98
ABD131021,123.45,11.98
ABD133650,99.87,3.65
ABD130592,674.33,137.3
ABD130338,87.51,-15.57
ABD130338,87.51,-15.57
ABD131966,277.93,-260.01
ABD135872,23.87,200.48
ABD130646,89.12,52.46
ABD137104,87.33,46.72
ABD137104,87.33,46.72
ABD130569,73.2,18.3
ABD130888,24.14,25.41
ABD131197,106.14,206.18
ABD132165,99.46,2.42
ABD132165,99.46,2.42
ABD131373,95.21,12.16
ABD135773,27.34,64.4
ABD135773,27.34,64.4
ABD131087,80.55,-24.3
ABD134640,1000.07,826.43
ABD134640,1000.07,826.43
ABD136037,89.12,462.38
ABD133748,105.52,98.42
ABD130075,88.76,61.97
ABD133913,71.88,46.72
ABD133913,71.88,46.72
ABD131526,23.97,64.66
ABD130855,161.55,288.72
ABD130855,161.55,288.72
ABD132484,26.96,17.97
ABD132484,26.96,17.97
ABD131780,186.35,99.43
ABD131780,186.35,99.43
ABD134200,105.52,285.53
ABD134200,105.52,285.53
ABD135717,51.94,34.02
ABD130756,184.1,230.58
ABD135508,88.76,57.11
ABD135508,88.76,57.11
ABD133243,27.23,50.82
ABD131746,74.66,50.02
ABD131373,73.14,16.77
ABD131373,73.14,16.77
ABD133265,57.68,37.14
ABD133265,57.68,37.14
ABD130514,64.33,34.02
ABD130514,64.33,34.02
ABD132505,99.87,3.65
ABD132505,99.87,3.65
ABD130712,0,188.76
ABD133474,23.78,37.51
ABD134288,88.77,29.95
ABD134288,88.77,29.95
ABD132561,96.81,-42.7
ABD136125,40.29,246.84
ABD132615,179.7,41.93
ABD132615,179.7,41.93
ABD136280,88.39,173.03
ABD131197,27.23,72.6
ABD135805,72.9,77.76
ABD135069,38.84,70.18
ABD136862,66.89,0
ABD132538,105.52,171.32
ABD137005,257.12,185.44
ABD134013,87.51,-8.39
ABD134013,87.51,-8.39
ABD130459,138.37,-65.89
ABD130459,138.37,-65.89
ABD130558,26.96,17.97
ABD130558,26.96,17.97
ABD134606,26.96,91.05
ABD134606,26.96,91.05
ABD133946,26.96,38.34
ABD133946,26.96,38.34
ABD132538,125.79,26.36
ABD132538,125.79,26.36
ABD131812,119.37,-17.01
ABD133243,73.2,-157.38
ABD130822,127.05,27.83
ABD132297,88.39,171.82
ABD133737,72.6,48.4
ABD130415,74.66,4.88
ABD134365,25.7,59.54
ABD134365,25.7,59.54
ABD130558,27.23,50.82
ABD130558,27.23,50.82
ABD134507,592.83,530.71
ABD134507,592.83,530.71
ABD130691,71.7,33.54
ABD130691,71.7,33.54
ABD134123,105.27,68.97
ABD134123,105.27,68.97
ABD137247,368.93,538.02
ABD131021,0,2.42
ABD130558,106.14,58.56
ABD131845,0,30.25
ABD133980,25.7,34.02
ABD133980,25.7,34.02
ABD131791,664.89,135.37
ABD131791,664.89,135.37
ABD133034,28.68,9.68
ABD133034,28.68,9.68
ABD131999,91.85,-1.22
ABD131999,91.85,-1.22
ABD130998,83.65,17.01
ABD136037,104.05,7.19
ABD136037,104.05,7.19
ABD132484,23.87,44.96
ABD134123,72.9,48.6
ABD134123,72.9,48.6
ABD135201,82.48,132.98
ABD135201,82.48,132.98
ABD133265,57.86,26.36
ABD133265,57.86,26.36
ABD131603,0,-81.46
ABD131603,0,-81.46
ABD130581,102.48,157.38
ABD130789,155.08,26.36
ABD130789,155.08,26.36
ABD130691,23.97,45.14
ABD134529,105.27,158.51
ABD134529,105.27,158.51
ABD133836,127.58,18.23
ABD133836,127.58,18.23
ABD137324,0,60.75
ABD137324,0,60.75
ABD132846,65.06,198.05
ABD132846,65.06,198.05
ABD134002,737.2,496.94
ABD134002,737.2,496.94
ABD132703,64.78,9.76
ABD131812,140.71,-5.99
ABD131812,140.71,-5.99
ABD130206,136.69,100.85
ABD132055,63.43,39.53
ABD132055,63.43,39.53
ABD131373,87.51,71.88
ABD131373,87.51,71.88
ABD132583,0,19.44
ABD131845,91.67,48.6
ABD131845,91.67,48.6
ABD132297,25.7,37.67
ABD132297,25.7,37.67
ABD130822,72.9,36.45
ABD130822,72.9,36.45
ABD135740,26.96,67.09
ABD135740,26.96,67.09
ABD132868,64.88,8.51
ABD135036,26.96,85.06
ABD135036,26.96,85.06
ABD131933,78.89,0
ABD131933,78.89,0
ABD134420,283.65,1006.5
ABD131845,92.22,2.43
ABD131845,92.22,2.43
ABD136642,179.7,74.28
ABD136642,179.7,74.28
ABD137104,72.78,22.76
ABD137104,72.78,22.76
ABD133737,101.35,126.99
ABD133737,101.35,126.99
ABD131537,23.89,2.43
ABD134958,71.88,46.72
ABD132484,0,36.6
ABD130558,0,35.24
ABD130350,26.96,37.14
ABD130350,26.96,37.14
ABD130185,104.05,578.63
ABD130185,104.05,578.63
ABD131021,111.59,-2.4
ABD131021,111.59,-2.4
ABD130877,0,120.78
ABD131229,117.73,410.67
ABD131229,117.73,410.67
ABD131373,27.23,33.88
ABD131373,27.23,33.88
ABD132231,25.7,34.02
ABD132231,25.7,34.02
ABD131526,23.97,64.66
ABD130965,134.14,81.41
ABD133243,165.3,165.24
ABD134541,26.96,85.06
ABD134541,26.96,85.06
ABD134123,105.27,68.97
ABD134123,105.27,68.97
ABD131098,125.21,20.66
ABD131098,125.21,20.66
ABD132583,72.9,47.39
ABD132583,72.9,47.39
ABD130921,26.96,52.71
ABD130921,26.96,52.71
ABD132109,23.87,18.23
ABD134277,26.96,29.95
ABD134277,26.96,29.95
ABD135410,0,193.6
ABD131328,91.67,-1.22
ABD131328,91.67,-1.22
ABD130680,226.24,197.67
ABD130680,226.24,197.67
ABD133012,104.4,62.4
ABD130075,71.7,22.76
ABD130075,71.7,22.76
ABD131911,89.84,20.57
ABD131911,89.84,20.57
ABD131571,27.23,58.08
ABD131571,27.23,58.08
ABD132583,73.99,35.24
ABD132583,73.99,35.24
ABD131119,64.88,8.51
ABD131119,64.88,8.51
ABD131197,72.9,95.99
ABD130459,134.24,-74.28
ABD130459,134.24,-74.28
ABD136213,59.78,-25.52
ABD136213,59.78,-25.52
ABD130668,72.6,58.08
ABD130668,72.6,58.08
ABD131032,186.35,99.43
ABD131032,186.35,99.43
ABD131197,88.39,56.87
ABD131197,88.39,56.87
ABD135498,181.5,145.2
ABD132879,57.86,4.79
ABD132879,57.86,4.79
ABD135508,26.96,89.85
ABD135508,26.96,89.85
ABD131845,90.93,9.58
ABD131845,90.93,9.58
ABD136565,105.27,219.01
ABD136565,105.27,219.01
ABD130800,104.05,125.79
ABD130800,104.05,125.79
ABD132813,91.5,52.46
ABD130459,113.21,-150.95
ABD130459,113.21,-150.95
ABD135366,182.25,251.51
ABD135366,182.25,251.51
ABD130723,51.03,3.59
ABD130723,51.03,3.59
ABD131328,95.47,-2.42
ABD133836,71.88,57.5
ABD132561,16.17,3.59
ABD132561,16.17,3.59
ABD130723,73.51,4.84
ABD130723,73.51,4.84
ABD130965,23.78,25.41
ABD132758,105.71,258.8
ABD131834,181.5,227.48
ABD131834,181.5,227.48
ABD134002,0,65.34
ABD130536,494.08,652.46
ABD130536,494.08,652.46
ABD132615,143.76,49.12
ABD132615,143.76,49.12
ABD134815,74.66,13.42
ABD131757,0,60.75
ABD130822,88.39,56.87
ABD133979,127.58,10.94
ABD130217,172.96,586.85
ABD134727,71.34,143.76
ABD134727,71.34,143.76
ABD133683,117.16,198.87
ABD133683,117.16,198.87
ABD136280,89.12,50.02
ABD134772,87.33,80.27
ABD134772,87.33,80.27
ABD133034,36.66,23.96
ABD133034,36.66,23.96
ABD130800,104.05,50.32
ABD130800,104.05,50.32
ABD130383,83.45,-9.76
ABD134233,88.39,143.99
ABD134233,88.39,143.99
ABD132769,104.05,257.57
ABD132769,104.05,257.57
ABD130394,26.96,53.91
ABD130394,26.96,53.91
ABD132484,23.97,52.46
ABD135630,58.26,6.05
ABD135630,58.26,6.05
ABD134123,99.87,1.22
ABD134123,99.87,1.22
ABD131416,143.76,22.76
ABD131416,143.76,22.76
ABD132484,25.7,156.74
ABD132484,25.7,156.74
ABD131812,94.41,34.02
ABD131670,72.9,121.5
ABD131362,174.41,567.41
ABD131362,174.41,567.41
ABD132626,0,0
ABD131812,23.78,77.44
ABD134518,73.51,12.1
ABD132011,124.51,94.38
ABD134420,88.39,112.53
ABD131197,57.5,0
ABD131197,57.5,0
ABD135508,23.97,104.92
ABD134882,23.97,134.2
ABD134222,90,30
ABD133968,179.7,55.11
ABD133968,179.7,55.11
ABD136312,0,33.54
ABD136312,0,33.54
ABD130668,23.78,50.82
ABD131197,127.41,-7.19
ABD131197,127.41,-7.19
ABD133474,72.9,52.25
ABD132736,23.78,128.26
ABD133968,66.67,2.4
ABD133968,66.67,2.4
ABD137555,51.03,6.08
ABD131537,148.1,35.09
ABD132495,23.87,37.67
ABD130075,105.71,648.81
ABD134563,64.6,79.3
ABD134134,72.9,54.68
ABD134134,72.9,54.68
ABD130624,130.67,201.69
ABD130624,130.67,201.69
ABD134310,30.25,68.04
ABD134310,30.25,68.04
ABD133683,59.05,1116.59
ABD133946,88.39,326.7
ABD136543,26.96,85.06
ABD136543,26.96,85.06
ABD130558,26.96,52.71
ABD130734,65.34,43.56
ABD131834,23.87,137.3
ABD134288,88.75,-18.15
ABD131791,671.55,136.73
ABD134585,161.91,-730.78
ABD134585,161.91,-730.78
ABD134057,74.42,9.73
ABD133243,72.9,97.2
ABD131427,74.18,12.15
ABD130767,23.89,24.32
ABD132583,124.69,16.94
ABD132583,124.69,16.94
ABD133870,117.7,20.37
ABD133870,117.7,20.37
ABD134419,71.7,57.5
ABD134419,71.7,57.5
ABD130042,26.96,37.14
ABD130042,26.96,37.14
ABD136488,143.76,17.97
ABD136488,143.76,17.97
ABD130833,56.25,-7.19
ABD130833,56.25,-7.19
ABD133254,66.31,34.74
ABD133254,66.31,34.74
ABD130064,68.89,399.74
ABD130064,68.89,399.74
ABD132484,27.34,44.96
ABD132484,27.34,44.96
ABD133111,88.76,681.62
ABD133111,88.76,681.62
ABD132846,65.41,430.08
ABD132846,65.41,430.08
ABD133836,75.03,6.1
ABD132154,104.05,234.81
ABD132154,104.05,234.81
ABD130228,123.45,14.38
ABD130228,123.45,14.38
ABD132538,0,192
ABD135267,92.58,121.5
ABD135267,92.58,121.5
ABD133869,16.4,36.45
ABD133869,16.4,36.45
ABD132505,72.9,66.83
ABD135300,88.76,164.03
ABD131504,23.87,120.29
ABD130910,74.18,34.02
ABD135454,76.05,574.75
ABD130240,0,24.2
ABD132055,88.39,70.18
ABD132055,88.39,70.18
ABD130185,91.29,20.57
ABD130185,91.29,20.57
ABD131274,92.22,9.72
ABD131274,92.22,9.72
ABD131900,783.49,538.25
ABD131900,783.49,538.25
ABD131845,89.12,47.58
ABD133232,213.38,337.94
ABD136433,25.7,18.23
ABD136433,25.7,18.23
ABD134002,135.49,-9.58
ABD134002,135.49,-9.58
ABD130965,105.71,109.35
ABD130558,105.71,227.21
ABD130558,105.71,227.21
ABD130965,105.52,69.26
ABD133979,111.17,204.12
ABD131197,73.81,13.37
ABD131197,73.81,13.37
ABD131043,23.97,47.58
ABD132989,72.6,47.19
ABD135971,104.05,132.98
ABD135971,104.05,132.98
ABD130855,179.7,112.61
ABD130855,179.7,112.61
ABD136785,0,92.4
ABD132868,90.93,7.26
ABD132868,90.93,7.26
ABD132978,72.9,121.5
ABD135652,38.09,4.86
ABD135652,38.09,4.86
ABD131658,261.71,1072.85
ABD131658,261.71,1072.85
ABD133605,88.05,56.31
ABD133605,88.05,56.31
ABD132109,255.51,1481.09
ABD131780,74.05,16.94
ABD134529,72.78,7.19
ABD134529,72.78,7.19
ABD130426,36.3,-19.17
ABD130426,36.3,-19.17
ABD137049,395.34,150.95
ABD137049,395.34,150.95
ABD136840,25.7,431.33
ABD136840,25.7,431.33
ABD131889,46.85,145.18
ABD131922,64.07,48.4
ABD132714,260.62,1501.74
ABD132714,260.62,1501.74
ABD133946,26.96,45.52
ABD133946,26.96,45.52
ABD132253,173.5,595.35
ABD132253,173.5,595.35
ABD131636,106.14,157.38
ABD133946,0,19.2
ABD132549,123.45,14.38
ABD132549,123.45,14.38
ABD131197,63.43,22.76
ABD131197,63.43,22.76
ABD132725,39.53,2186.35
ABD132725,39.53,2186.35
ABD130350,0,156.74
ABD131669,71.88,227.62
ABD131669,71.88,227.62
ABD132659,273.38,337.77
ABD134024,92.9,-4.79
ABD134024,92.9,-4.79
ABD131933,109.9,32.81
ABD131933,109.9,32.81
ABD133946,71.7,47.92
ABD133946,71.7,47.92
ABD137203,91.13,23.09
ABD137203,91.13,23.09
ABD130624,23.78,38.72
ABD131537,0,42.7
ABD134826,898.5,377.37
ABD134826,898.5,377.37
ABD132187,161.37,-9.58
ABD132187,161.37,-9.58
ABD133748,598.04,269.83
ABD131142,112.73,896.7
ABD136949,780.27,536.03
ABD131911,117.16,198.87
ABD131911,117.16,198.87
ABD131098,90.75,37.51
ABD131098,90.75,37.51
ABD132549,123.45,17.97
ABD132549,123.45,17.97
ABD131658,0,38.72
ABD134574,23.78,61.71
ABD135508,106.14,207.4
ABD131120,76.19,-2.4
ABD131120,76.19,-2.4
ABD133133,64.43,6.05
ABD130899,23.78,6.05
ABD130459,137.11,-100.63
ABD130459,137.11,-100.63
ABD130734,143.76,3.59
ABD130734,143.76,3.59
ABD134585,130.46,-17.97
ABD134585,130.46,-17.97
ABD134563,23.58,10.8
ABD132615,105.71,98.42
ABD134464,0,25.16
ABD134464,0,25.16
ABD136729,11.62,15.73
ABD136729,11.62,15.73
ABD130811,0,170.61
ABD131791,72.6,24.2
ABD134617,115.91,314.69
ABD134617,115.91,314.69
ABD132769,98.48,2.4
ABD132769,98.48,2.4
ABD131427,72.6,231.11
ABD133034,44.03,2.4
ABD133034,44.03,2.4
ABD130767,1004.16,824.22
ABD130767,1004.16,824.22
ABD135069,59.23,131.22
ABD131878,23.87,3.65
ABD130657,71.7,53.91
ABD130657,71.7,53.91
ABD130592,90.75,22.99
ABD130592,90.75,22.99
ABD134727,0,186.66
ABD130239,387.41,102.48
ABD132428,137.58,4.84
ABD130558,26.96,85.06
ABD130558,26.96,85.06
ABD130514,119.06,666.71
ABD130514,119.06,666.71
ABD132561,72.6,338.8
ABD132187,83.81,-31.72
ABD130932,105.27,118.58
ABD130932,105.27,118.58
ABD131955,90.93,2.42
ABD131955,90.93,2.42
ABD134815,0,38.72
ABD132583,105.41,25.62
ABD132187,26.96,74.28
ABD132187,26.96,74.28
ABD132385,68.79,152.46
ABD132385,68.79,152.46
ABD133397,90.75,37.51
ABD130239,64.6,28.06
ABD133968,76.77,1.21
ABD133968,76.77,1.21
ABD134200,23.97,37.82
ABD130657,16.17,7.19
ABD130657,16.17,7.19
ABD136950,26.96,37.14
ABD136950,26.96,37.14
ABD131571,27.34,18.23
ABD131571,27.34,18.23
ABD131768,375.03,0
ABD131768,375.03,0
ABD134981,128.67,-83.86
ABD134981,128.67,-83.86
ABD131438,72.9,87.48
ABD131438,72.9,87.48
ABD131131,91.13,100.85
ABD136774,335.89,32.81
ABD136257,23.87,80.19
ABD134046,91.13,3.65
ABD134046,91.13,3.65
ABD133924,27.23,55.66
ABD133924,27.23,55.66
ABD134024,26.96,26.36
ABD134024,26.96,26.36
ABD131845,42.09,3.66
ABD132891,130.68,123.42
ABD130569,0,175.68
ABD130262,72.6,58.08
ABD130262,72.6,58.08
ABD134420,105.71,188.33
ABD134617,62.18,-14.38
ABD134617,62.18,-14.38
ABD130723,74.66,1.22
ABD132329,72.9,76.55
ABD132550,104,16.94
ABD130525,125.21,59.54
ABD130525,125.21,59.54
ABD135278,104.05,395.34
ABD135278,104.05,395.34
ABD132220,99.87,98.42
ABD131537,0,38.88
ABD131098,91.13,8.51
ABD134585,72.6,62.92
ABD134541,72.6,47.19
ABD137456,121.61,88.33
ABD131043,37.74,0
ABD131043,37.74,0
ABD130624,145.74,12.1
ABD133661,71.7,22.76
ABD133661,71.7,22.76
ABD132109,23.97,18.3
ABD130712,73.2,74.42
ABD134727,384.3,54.9
ABD132484,72.9,8.51
ABD133957,783.49,538.25
ABD133957,783.49,538.25
ABD134486,145.8,74.12
ABD132220,142.34,-83.84
ABD132143,499.31,284.35
ABD132143,499.31,284.35
ABD131263,147.2,31.46
ABD131878,126,24
ABD131878,64.33,29.16
ABD131746,87.51,8.39
ABD131746,87.51,8.39
ABD131999,72.96,7.19
ABD131999,72.96,7.19
ABD133584,66.49,3.59
ABD133584,66.49,3.59
ABD131669,183,98.82
ABD131175,169.46,178.12
ABD134398,26.96,35.94
ABD134398,26.96,35.94
ABD131878,26.96,98.24
ABD131878,26.96,98.24
ABD136356,27.23,81.07
ABD136356,27.23,81.07
ABD135410,89.12,-3.63
ABD133133,104.05,56.31
ABD133133,104.05,56.31
ABD134002,72.9,58.32
ABD135234,99.46,38.72
ABD135234,99.46,38.72
ABD130855,96.26,-21.96
ABD134617,63.43,45.52
ABD134617,63.43,45.52
ABD134826,90.75,45.98
ABD130558,26.96,58.7
ABD130558,26.96,58.7
ABD131373,87.33,15.57
ABD131373,87.33,15.57
ABD134925,73.2,48.8
ABD130833,37,143.37
ABD130833,37,143.37
ABD134343,0,20.57
ABD132109,265.78,1558.6
ABD132109,265.78,1558.6
ABD133793,105.52,29.16
ABD133793,105.52,29.16
ABD130581,23.78,26.62
ABD132747,149.51,-16.77
ABD132747,149.51,-16.77
ABD134639,23.78,37.51
ABD134596,105.27,476.74
ABD133979,87.33,305.49
ABD133979,87.33,305.49
ABD136279,92.22,4.86
ABD136279,92.22,4.86
ABD131197,87.33,85.06
ABD131197,87.33,85.06
ABD136961,41.4,2.4
ABD134518,105.52,127.58
ABD132604,23.87,215.06
ABD131197,26.96,50.32
ABD131197,26.96,50.32
ABD135113,23.78,53.24
ABD131537,127.23,22.76
ABD131537,127.23,22.76
ABD131812,25.7,21.87
ABD131812,25.7,21.87
ABD134826,107.42,9.76
ABD130668,64.33,15.8
ABD130668,64.33,15.8
ABD134585,143.07,-24.3
ABD132561,74.42,25.41
ABD131241,0,42.7
ABD133913,71.7,113.81
ABD133913,71.7,113.81
ABD130822,27.34,51.03
ABD130822,27.34,51.03
ABD130833,23.87,55.89
ABD136653,90.57,9.68
ABD133924,35.94,9.58
